Frame_Index,leg_left_ankle_roll_joint,leg_left_ankle_pitch_joint,leg_left_knee_pitch_joint,leg_left_hip_pitch_joint,leg_left_hip_yaw_joint,leg_left_hip_roll_joint,leg_right_ankle_roll_joint,leg_right_ankle_pitch_joint,leg_right_knee_pitch_joint,leg_right_hip_pitch_joint,leg_right_hip_yaw_joint,leg_right_hip_roll_joint
26,-0.14628,-0.78184,1.55861,-0.68257,0.11303,0.09304,-0.03049,-0.57532,1.13171,-0.45714,0.02359,0.01931
27,-0.14336,-0.78212,1.55914,-0.68261,0.11079,0.09118,-0.02788,-0.57582,1.13275,-0.45764,0.02157,0.01766
28,-0.13874,-0.78253,1.55992,-0.68265,0.10722,0.08821,-0.02373,-0.57657,1.13434,-0.45843,0.01836,0.01503
29,-0.13234,-0.78306,1.56091,-0.68269,0.10229,0.08411,-0.01801,-0.57755,1.13642,-0.45947,0.01393,0.0114
30,-0.12411,-0.78365,1.56202,-0.68268,0.09594,0.07885,-0.01064,-0.57871,1.13889,-0.46073,0.00823,0.00673
31,-0.11309,-0.77362,1.54027,-0.67032,0.08743,0.07181,-0.00157,-0.57872,1.13825,-0.46005,0.00121,0.00098
32,-0.09821,-0.73341,1.45386,-0.62334,0.07595,0.06233,0.00927,-0.57538,1.12849,-0.45365,-0.00718,-0.00588
33,-0.08135,-0.67479,1.32839,-0.55575,0.06292,0.05159,0.02191,-0.5704,1.11391,-0.44414,-0.01695,-0.01388
34,-0.06373,-0.61294,1.19645,-0.48502,0.0493,0.04039,0.0364,-0.56561,1.09936,-0.43459,-0.02817,-0.02307
35,-0.04591,-0.56871,1.10218,-0.43452,0.03552,0.02909,0.05272,-0.56264,1.08984,-0.42841,-0.04079,-0.03342
36,-0.0282,-0.56085,1.08523,-0.4251,0.02182,0.01786,0.07025,-0.56233,1.08866,-0.42806,-0.05435,-0.04455
37,-0.01024,-0.55924,1.08143,-0.42274,0.00792,0.00649,0.08817,-0.56199,1.08779,-0.42823,-0.06819,-0.05594
38,0.00745,-0.55709,1.0763,-0.41975,-0.00577,-0.00472,0.1058,-0.56111,1.08557,-0.42773,-0.08182,-0.06717
39,0.02437,-0.55453,1.07007,-0.41622,-0.01886,-0.01544,0.12264,-0.55977,1.08216,-0.4266,-0.09481,-0.07792
40,0.04011,-0.55173,1.06309,-0.41228,-0.03104,-0.02542,0.13828,-0.55813,1.07782,-0.42492,-0.10688,-0.08793
41,0.05437,-0.54889,1.05574,-0.4081,-0.04206,-0.03446,0.15244,-0.55635,1.0729,-0.42279,-0.11778,-0.09701
42,0.06696,-0.54618,1.0484,-0.40384,-0.0518,-0.04245,0.16493,-0.5546,1.06773,-0.42036,-0.1274,-0.10504
43,0.07778,-0.54378,1.04141,-0.39964,-0.06017,-0.04933,0.17565,-0.55303,1.06264,-0.41774,-0.13565,-0.11195
44,0.08683,-0.54179,1.03504,-0.39562,-0.06716,-0.05508,0.18462,-0.55176,1.05788,-0.41505,-0.14254,-0.11774
45,0.09418,-0.54031,1.02946,-0.39186,-0.07284,-0.05976,0.19189,-0.55087,1.05363,-0.41237,-0.14813,-0.12244
46,0.09996,-0.53935,1.02477,-0.3884,-0.0773,-0.06344,0.1976,-0.5504,1.05,-0.40977,-0.15252,-0.12615
47,0.10437,-0.53891,1.02094,-0.38523,-0.08071,-0.06625,0.20197,-0.55033,1.047,-0.40727,-0.15586,-0.12898
48,0.10788,-0.53958,1.01981,-0.38362,-0.08346,-0.06844,0.2061,-0.55833,1.06193,-0.4146,-0.15883,-0.13191
49,0.11075,-0.54432,1.03048,-0.38972,-0.08595,-0.06993,0.21335,-0.60467,1.16555,-0.47243,-0.16293,-0.13839
50,0.11293,-0.55185,1.0483,-0.40017,-0.08817,-0.07068,0.22247,-0.66544,1.30819,-0.55488,-0.16727,-0.14754
51,0.11427,-0.55999,1.06681,-0.41067,-0.08996,-0.0706,0.231,-0.7165,1.43862,-0.63463,-0.17019,-0.15747
52,0.11457,-0.56636,1.07981,-0.41739,-0.09116,-0.06961,0.23568,-0.74123,1.51983,-0.6909,-0.16944,-0.16577
53,0.11368,-0.56934,1.08334,-0.41796,-0.09163,-0.06763,0.234,-0.73255,1.53252,-0.71126,-0.16333,-0.17052
54,0.11178,-0.57224,1.08596,-0.41766,-0.09149,-0.06481,0.23011,-0.71807,1.53444,-0.72637,-0.15527,-0.17414
55,0.10888,-0.57574,1.08926,-0.41739,-0.09071,-0.06117,0.22485,-0.70349,1.53638,-0.74147,-0.14613,-0.17692
56,0.10489,-0.57985,1.09314,-0.41701,-0.08922,-0.0567,0.21823,-0.68961,1.53833,-0.75581,-0.13616,-0.17857
57,0.09975,-0.58445,1.09706,-0.41615,-0.08693,-0.05137,0.2101,-0.67614,1.53767,-0.76714,-0.12548,-0.17874
58,0.09314,-0.58599,1.09187,-0.40914,-0.08358,-0.04502,0.19691,-0.6403,1.47771,-0.74134,-0.11156,-0.17485
59,0.08503,-0.58495,1.07841,-0.39637,-0.07913,-0.03764,0.18014,-0.58348,1.36061,-0.67947,-0.09578,-0.16759
60,0.07546,-0.58394,1.06286,-0.38143,-0.07358,-0.02931,0.16293,-0.52026,1.22169,-0.60251,-0.08079,-0.15869
61,0.0645,-0.58546,1.05179,-0.3684,-0.06695,-0.02008,0.14725,-0.47079,1.10728,-0.53679,-0.06837,-0.14908
62,0.0523,-0.59162,1.05157,-0.36155,-0.05935,-0.01009,0.1342,-0.46157,1.07597,-0.51436,-0.05956,-0.13922
63,0.03892,-0.5996,1.05538,-0.35692,-0.0508,0.0006,0.12127,-0.46959,1.08,-0.51015,-0.05133,-0.12885
64,0.02451,-0.60753,1.0585,-0.35168,-0.04139,0.01186,0.10733,-0.47778,1.08335,-0.50511,-0.04225,-0.11791
65,0.00915,-0.61523,1.06072,-0.34582,-0.03115,0.02361,0.09246,-0.48599,1.08579,-0.49918,-0.03238,-0.10649
66,-0.00678,-0.62252,1.0618,-0.33931,-0.02036,0.0356,0.07704,-0.49401,1.08712,-0.49238,-0.02198,-0.09484
67,-0.02308,-0.62926,1.06162,-0.33217,-0.00917,0.04765,0.06126,-0.50173,1.08722,-0.48472,-0.01117,-0.08312
68,-0.03947,-0.63536,1.06011,-0.32446,0.00225,0.05958,0.04539,-0.50902,1.08603,-0.47627,-0.00014,-0.07153
69,-0.05566,-0.64074,1.05729,-0.31627,0.01369,0.07117,0.02971,-0.51581,1.08357,-0.46715,0.0109,-0.06027
70,-0.07136,-0.64538,1.05324,-0.3077,0.02494,0.08222,0.01451,-0.52206,1.07994,-0.45748,0.02177,-0.04954
71,-0.08627,-0.6493,1.04815,-0.29892,0.03579,0.0925,8e-05,-0.52776,1.07534,-0.44745,0.03225,-0.03956
72,-0.10008,-0.65256,1.04226,-0.29008,0.04603,0.10181,-0.01326,-0.53294,1.07001,-0.43727,0.04212,-0.03055
73,-0.11249,-0.65527,1.0359,-0.28139,0.05544,0.10991,-0.02523,-0.53768,1.06428,-0.42717,0.05119,-0.02273
74,-0.12434,-0.67594,1.071,-0.29639,0.06557,0.11625,-0.03554,-0.54302,1.06298,-0.42089,0.05898,-0.01596
75,-0.13752,-0.7334,1.19335,-0.36232,0.07942,0.12017,-0.04407,-0.55038,1.07233,-0.42323,0.06487,-0.00967
76,-0.15135,-0.79688,1.3403,-0.44728,0.09603,0.12176,-0.05079,-0.55861,1.08708,-0.43003,0.06886,-0.00393
77,-0.16439,-0.8425,1.4646,-0.52779,0.11382,0.12069,-0.05563,-0.56605,1.10161,-0.43735,0.07095,0.00117
78,-0.1743,-0.85265,1.53068,-0.58558,0.1305,0.11605,-0.05854,-0.57069,1.11026,-0.44148,0.07114,0.00553
79,-0.18033,-0.82995,1.53917,-0.61843,0.14505,0.1079,-0.05959,-0.57231,1.11218,-0.44182,0.06954,0.00915
80,-0.18536,-0.80411,1.54483,-0.6515,0.15923,0.09867,-0.05887,-0.57395,1.11499,-0.44292,0.06625,0.01203
81,-0.18969,-0.77724,1.54896,-0.68395,0.17277,0.0891,-0.05667,-0.57581,1.11862,-0.44456,0.06154,0.0143
82,-0.19296,-0.75073,1.55152,-0.71422,0.18494,0.07953,-0.05292,-0.57802,1.12288,-0.44643,0.05541,0.01586
83,-0.19392,-0.72057,1.54019,-0.73382,0.19429,0.06972,-0.04761,-0.57992,1.12561,-0.44702,0.0479,0.01665
84,-0.18863,-0.66431,1.459,-0.70869,0.19737,0.05763,-0.04072,-0.57833,1.11797,-0.44073,0.03902,0.01662
85,-0.1788,-0.59315,1.33006,-0.64992,0.19496,0.04498,-0.03235,-0.57493,1.10366,-0.42957,0.02891,0.01575
86,-0.16659,-0.52385,1.19132,-0.57906,0.18824,0.03377,-0.02251,-0.57225,1.08867,-0.41707,0.01761,0.01402
87,-0.15344,-0.4795,1.09422,-0.52474,0.17784,0.02557,-0.01115,-0.57272,1.07946,-0.40726,0.00513,0.01132
88,-0.14008,-0.48015,1.08365,-0.51197,0.16436,0.02082,0.00167,-0.57758,1.08033,-0.40324,-0.00844,0.00766
89,-0.12567,-0.48806,1.08732,-0.5062,0.14971,0.01583,0.01574,-0.58307,1.08239,-0.39993,-0.02289,0.00309
90,-0.11027,-0.49551,1.09011,-0.50009,0.13443,0.01009,0.03078,-0.58836,1.08368,-0.39622,-0.03794,-0.00225
91,-0.09418,-0.50237,1.09184,-0.49364,0.11876,0.00373,0.04648,-0.59332,1.084,-0.39206,-0.05334,-0.00824
92,-0.07768,-0.50853,1.09238,-0.48685,0.103,-0.00312,0.06257,-0.59784,1.08321,-0.3874,-0.06881,-0.01477
93,-0.06109,-0.51393,1.09167,-0.47976,0.08742,-0.01032,0.07872,-0.60187,1.08123,-0.38224,-0.08405,-0.02168
94,-0.04402,-0.51881,1.08963,-0.472,0.07177,-0.01818,0.09529,-0.60567,1.07786,-0.3761,-0.09929,-0.02926
95,-0.0279,-0.52272,1.08649,-0.46434,0.0572,-0.02585,0.1109,-0.60873,1.0735,-0.3698,-0.11343,-0.0367
96,-0.01257,-0.52589,1.08239,-0.45662,0.04364,-0.03349,0.12571,-0.61134,1.06818,-0.36309,-0.12654,-0.04414
97,0.00166,-0.52842,1.07758,-0.449,0.03137,-0.04098,0.13941,-0.61356,1.06214,-0.35605,-0.13834,-0.05144
98,0.0145,-0.53041,1.07238,-0.44163,0.02066,-0.04817,0.15172,-0.61552,1.05567,-0.34879,-0.14857,-0.05846
99,0.02566,-0.53201,1.0672,-0.43475,0.01179,-0.05494,0.16239,-0.61762,1.04969,-0.34177,-0.15698,-0.0651
100,0.03519,-0.53573,1.06996,-0.43376,0.00408,-0.06057,0.17356,-0.65013,1.11333,-0.37394,-0.16381,-0.07449
101,0.04337,-0.54231,1.08191,-0.43918,-0.00311,-0.0647,0.18608,-0.71048,1.24554,-0.44679,-0.16904,-0.08793
102,0.05028,-0.55015,1.09719,-0.44675,-0.00979,-0.06744,0.1982,-0.76954,1.38673,-0.52962,-0.17182,-0.10371
103,0.05589,-0.55729,1.11006,-0.45263,-0.01591,-0.06882,0.20729,-0.80652,1.4946,-0.60059,-0.17062,-0.11951
104,0.0601,-0.56158,1.11478,-0.45326,-0.02133,-0.06884,0.20999,-0.80595,1.53538,-0.64103,-0.16335,-0.13258
105,0.06291,-0.56439,1.11511,-0.45099,-0.02601,-0.06756,0.20777,-0.785,1.53966,-0.66464,-0.1516,-0.1433
106,0.06435,-0.56777,1.11625,-0.44897,-0.02994,-0.06504,0.2032,-0.76276,1.54374,-0.68897,-0.13782,-0.15281
107,0.06441,-0.57176,1.11809,-0.44702,-0.03305,-0.06133,0.19643,-0.74037,1.54725,-0.71271,-0.12258,-0.16065
108,0.06298,-0.57641,1.12052,-0.44496,-0.03523,-0.05642,0.18765,-0.71904,1.55008,-0.73468,-0.10649,-0.16639
109,0.06002,-0.58,1.11878,-0.43975,-0.03639,-0.05032,0.17561,-0.68758,1.52311,-0.73704,-0.08904,-0.16867
110,0.05532,-0.58025,1.10669,-0.42746,-0.03632,-0.04298,0.15917,-0.63043,1.42611,-0.69526,-0.0698,-0.1662
111,0.04887,-0.57944,1.08975,-0.41132,-0.03499,-0.03442,0.14176,-0.56187,1.29107,-0.62737,-0.05191,-0.16059
112,0.0407,-0.58007,1.07419,-0.39507,-0.03235,-0.02473,0.12583,-0.49927,1.1584,-0.55657,-0.03773,-0.15277
113,0.03091,-0.58447,1.06668,-0.38305,-0.02846,-0.01404,0.11283,-0.46756,1.08402,-0.5138,-0.02887,-0.14306
114,0.01974,-0.59259,1.06807,-0.37616,-0.02345,-0.00253,0.10194,-0.47287,1.08397,-0.50875,-0.02394,-0.13185
115,0.00734,-0.60082,1.06926,-0.36895,-0.01738,0.00964,0.08996,-0.47968,1.08596,-0.50422,-0.01815,-0.11999
116,-0.00604,-0.60884,1.06971,-0.3612,-0.0104,0.02224,0.07703,-0.4866,1.08724,-0.49884,-0.01148,-0.10769
117,-0.02014,-0.6165,1.06923,-0.35291,-0.00268,0.03507,0.0634,-0.49349,1.08762,-0.49259,-0.00409,-0.09519
118,-0.0347,-0.62364,1.06768,-0.34412,0.00564,0.04791,0.04933,-0.5002,1.08699,-0.48551,0.00387,-0.08269
119,-0.04944,-0.63015,1.065,-0.33488,0.01437,0.06051,0.0351,-0.50666,1.08529,-0.47763,0.01223,-0.07041
120,-0.06408,-0.63595,1.06122,-0.32531,0.02336,0.07266,0.02096,-0.51278,1.08253,-0.46904,0.02082,-0.05859
121,-0.07835,-0.64102,1.05642,-0.31554,0.03241,0.08411,0.00721,-0.51853,1.07879,-0.45988,0.02949,-0.04746
122,-0.09195,-0.64536,1.05077,-0.30573,0.04137,0.09465,-0.0059,-0.52391,1.07424,-0.45029,0.03807,-0.03723
123,-0.10605,-0.64898,1.04414,-0.29578,0.05118,0.10495,-0.01952,-0.52903,1.06851,-0.43985,0.04749,-0.02723
124,-0.11795,-0.65195,1.03736,-0.28639,0.05977,0.11325,-0.03096,-0.53373,1.06273,-0.42976,0.05573,-0.01923
125,-0.12869,-0.65873,1.04031,-0.283,0.06818,0.11994,-0.041,-0.53842,1.0579,-0.42062,0.06335,-0.01266
126,-0.14063,-0.70419,1.1327,-0.33081,0.07995,0.12444,-0.04943,-0.54505,1.06329,-0.41974,0.06938,-0.00672
127,-0.15378,-0.76866,1.27595,-0.41096,0.09512,0.12671,-0.05616,-0.55317,1.07657,-0.42521,0.07358,-0.00122
128,-0.16693,-0.82453,1.41471,-0.49561,0.11227,0.12658,-0.06111,-0.56129,1.0921,-0.43285,0.07595,0.00372
129,-0.17801,-0.85202,1.50983,-0.56519,0.12934,0.12331,-0.06422,-0.56751,1.10422,-0.43889,0.07646,0.00801
130,-0.18465,-0.83906,1.5346,-0.60466,0.14405,0.11595,-0.06545,-0.57011,1.10814,-0.44025,0.07514,0.01156
131,-0.18955,-0.81427,1.54076,-0.63723,0.15801,0.10676,-0.06502,-0.57181,1.11069,-0.44106,0.07221,0.01447
132,-0.19375,-0.78793,1.54561,-0.66995,0.17154,0.097,-0.06305,-0.57368,1.11422,-0.44257,0.06779,0.01675
133,-0.19705,-0.76132,1.54891,-0.70118,0.18403,0.08711,-0.05956,-0.57586,1.11849,-0.44447,0.06195,0.01836
134,-0.19909,-0.73571,1.55038,-0.72927,0.19471,0.0774,-0.05456,-0.57842,1.12321,-0.44638,0.05475,0.01926
135,-0.19609,-0.69088,1.50016,-0.72406,0.20024,0.06596,-0.04801,-0.57847,1.1204,-0.44323,0.04619,0.01936
136,-0.18746,-0.62432,1.38758,-0.67729,0.19967,0.05299,-0.03997,-0.57566,1.10847,-0.43384,0.03637,0.01867
137,-0.17554,-0.55195,1.24787,-0.60859,0.1943,0.0406,-0.0304,-0.5725,1.09328,-0.42156,0.0253,0.01708
138,-0.16233,-0.49356,1.1256,-0.54312,0.18519,0.03072,-0.01945,-0.57146,1.08101,-0.41014,0.01313,0.01466
139,-0.14888,-0.47668,1.08096,-0.51374,0.17267,0.02464,-0.00704,-0.57478,1.07823,-0.40394,-0.00014,0.01128
140,-0.13481,-0.48483,1.08514,-0.50819,0.15826,0.0199,0.0067,-0.58043,1.08077,-0.40086,-0.01438,0.00698
141,-0.11965,-0.49257,1.08854,-0.50231,0.1431,0.01436,0.02152,-0.58594,1.08263,-0.3974,-0.02933,0.00185
142,-0.10367,-0.49977,1.09093,-0.49609,0.12746,0.00815,0.03713,-0.59115,1.08359,-0.39352,-0.04474,-0.00398
143,-0.08717,-0.5063,1.09217,-0.48951,0.11159,0.00139,0.05324,-0.59596,1.08346,-0.38914,-0.06033,-0.01038
144,-0.07043,-0.51209,1.09215,-0.48261,0.09579,-0.00577,0.06955,-0.60028,1.08216,-0.38426,-0.07582,-0.01724
145,-0.05377,-0.51709,1.09088,-0.47543,0.08032,-0.01322,0.08576,-0.60408,1.07966,-0.37888,-0.09093,-0.02441
146,-0.0375,-0.52128,1.08843,-0.46807,0.06548,-0.0208,0.10156,-0.60734,1.07602,-0.37303,-0.10537,-0.03175
147,-0.02192,-0.52472,1.08495,-0.46062,0.05155,-0.02839,0.11664,-0.61011,1.07137,-0.36677,-0.11887,-0.03913
148,-0.00735,-0.52745,1.08067,-0.45324,0.03882,-0.03586,0.1307,-0.61244,1.06593,-0.36017,-0.13116,-0.04641
149,0.00591,-0.5296,1.07588,-0.44607,0.02758,-0.04306,0.14346,-0.61446,1.05996,-0.35335,-0.14195,-0.05344
150,0.01758,-0.53127,1.07093,-0.43929,0.01808,-0.04987,0.15463,-0.6163,1.05378,-0.34643,-0.15101,-0.0601
151,0.02747,-0.53357,1.06921,-0.4352,0.01027,-0.05594,0.16486,-0.63047,1.07583,-0.35528,-0.15823,-0.0675
152,0.03588,-0.53903,1.07829,-0.43881,0.00312,-0.06048,0.17657,-0.68273,1.18719,-0.41535,-0.16391,-0.07911
153,0.04296,-0.54647,1.09321,-0.44636,-0.0035,-0.06358,0.18861,-0.74509,1.33072,-0.49732,-0.16749,-0.0938
154,0.04873,-0.55409,1.10817,-0.45383,-0.00956,-0.06528,0.19879,-0.79339,1.45739,-0.57602,-0.16778,-0.10953
155,0.05311,-0.55979,1.11745,-0.45758,-0.01495,-0.06561,0.20404,-0.81032,1.53095,-0.63215,-0.1629,-0.12372
156,0.05602,-0.5626,1.1186,-0.45611,-0.01957,-0.06456,0.20266,-0.79273,1.54077,-0.65813,-0.15204,-0.1347
157,0.05753,-0.56563,1.11982,-0.45449,-0.02342,-0.06223,0.19844,-0.77073,1.54506,-0.68257,-0.13857,-0.1444
158,0.0576,-0.56923,1.12178,-0.45303,-0.02643,-0.05865,0.19188,-0.74807,1.54886,-0.70694,-0.12332,-0.15257
159,0.05619,-0.57345,1.12436,-0.45155,-0.02854,-0.05385,0.18316,-0.72593,1.55193,-0.72998,-0.1069,-0.15879
160,0.05322,-0.57791,1.12635,-0.44919,-0.02963,-0.04784,0.1722,-0.70266,1.54752,-0.74673,-0.08972,-0.16243
161,0.04849,-0.57916,1.11853,-0.44018,-0.02949,-0.04053,0.15647,-0.65482,1.47713,-0.72219,-0.07028,-0.16135
162,0.04195,-0.57829,1.10332,-0.42586,-0.02806,-0.03196,0.13846,-0.58926,1.35397,-0.66304,-0.05095,-0.15653
163,0.03358,-0.57773,1.08674,-0.40979,-0.02526,-0.02216,0.121,-0.52149,1.21439,-0.5903,-0.03442,-0.14918
164,0.02343,-0.5799,1.07523,-0.39603,-0.0211,-0.01122,0.10578,-0.47271,1.10694,-0.53133,-0.02246,-0.13975
165,0.01179,-0.58652,1.07424,-0.3883,-0.01575,0.00062,0.0935,-0.46683,1.08504,-0.51556,-0.01586,-0.1284
166,-0.00106,-0.59428,1.07558,-0.38175,-0.00938,0.01313,0.08101,-0.47299,1.08676,-0.51145,-0.00972,-0.11616
167,-0.01484,-0.60191,1.07606,-0.37448,-0.00216,0.02607,0.06764,-0.47932,1.08769,-0.50638,-0.00278,-0.10351
168,-0.02924,-0.60926,1.07547,-0.36646,0.0057,0.03919,0.05369,-0.48572,1.08769,-0.50031,0.00477,-0.09069
169,-0.04397,-0.61619,1.0737,-0.3577,0.01405,0.05226,0.03943,-0.49206,1.08664,-0.49325,0.01277,-0.07794
170,-0.05876,-0.62261,1.07068,-0.34828,0.02269,0.06505,0.02514,-0.49828,1.08452,-0.48526,0.02105,-0.06548
171,-0.07333,-0.62845,1.06647,-0.3383,0.03148,0.07733,0.01108,-0.5043,1.08135,-0.47645,0.02945,-0.05352
172,-0.08744,-0.63367,1.06117,-0.32792,0.04026,0.0889,-0.00252,-0.51009,1.07724,-0.46694,0.03782,-0.04228
173,-0.10085,-0.63827,1.05496,-0.31733,0.04888,0.09954,-0.01541,-0.51564,1.07234,-0.4569,0.04605,-0.03197
174,-0.11334,-0.64225,1.04809,-0.30676,0.05723,0.10906,-0.02739,-0.52093,1.06685,-0.44654,0.054,-0.02276
175,-0.12471,-0.64566,1.04085,-0.29645,0.06519,0.1173,-0.03826,-0.52599,1.06102,-0.43606,0.06158,-0.01483
176,-0.13477,-0.64855,1.03356,-0.28667,0.07267,0.12407,-0.04786,-0.53087,1.05511,-0.42568,0.06869,-0.00836
177,-0.1451,-0.67582,1.08266,-0.30919,0.08199,0.12901,-0.056,-0.53685,1.05552,-0.42047,0.07473,-0.00287
178,-0.15724,-0.73622,1.2118,-0.37914,0.09537,0.13187,-0.06259,-0.54485,1.0663,-0.42358,0.07904,0.00228
179,-0.17011,-0.79873,1.35774,-0.46424,0.11151,0.13254,-0.06753,-0.55355,1.08181,-0.43063,0.08159,0.00698
180,-0.18191,-0.84068,1.47555,-0.54207,0.12853,0.13046,-0.07072,-0.56118,1.09636,-0.4377,0.08234,0.0111
181,-0.18999,-0.84507,1.53033,-0.59436,0.14394,0.12451,-0.07209,-0.5657,1.10419,-0.44105,0.08129,0.01455
182,-0.19455,-0.82176,1.53682,-0.62583,0.15744,0.11535,-0.07175,-0.56768,1.10653,-0.44137,0.07856,0.01735
183,-0.19849,-0.7963,1.54217,-0.65821,0.17077,0.10543,-0.06991,-0.56975,1.10993,-0.44255,0.07436,0.01956
184,-0.2017,-0.76998,1.54608,-0.68985,0.1834,0.09522,-0.06658,-0.57206,1.11418,-0.44427,0.06876,0.02115
185,-0.20389,-0.74418,1.54852,-0.71924,0.19461,0.08512,-0.0618,-0.57472,1.11904,-0.4462,0.0618,0.02209
186,-0.20325,-0.71164,1.52971,-0.73357,0.20255,0.0745,-0.05554,-0.57662,1.12116,-0.44612,0.05353,0.0223
187,-0.19623,-0.65271,1.43979,-0.70212,0.20404,0.06158,-0.04779,-0.57496,1.1127,-0.439,0.04397,0.02172
188,-0.18505,-0.58102,1.30707,-0.6399,0.20028,0.04842,-0.03863,-0.57184,1.09838,-0.4275,0.03324,0.02037
189,-0.17189,-0.5139,1.17091,-0.56927,0.19246,0.03706,-0.02807,-0.56977,1.08428,-0.41521,0.02138,0.01818
190,-0.15816,-0.47571,1.08528,-0.52013,0.18116,0.02903,-0.01606,-0.57117,1.07691,-0.40628,0.00841,0.01508
191,-0.14435,-0.48031,1.08247,-0.51107,0.16713,0.02422,-0.00268,-0.57666,1.07905,-0.40286,-0.00558,0.01105
192,-0.1302,-0.48802,1.08632,-0.50568,0.15286,0.01916,0.01116,-0.58214,1.08138,-0.39979,-0.01967,0.0064
193,-0.11519,-0.49529,1.08935,-0.49998,0.13805,0.01345,0.02584,-0.58741,1.08297,-0.39635,-0.03428,0.00108
194,-0.09945,-0.50207,1.09138,-0.49388,0.12283,0.00711,0.04122,-0.59244,1.08362,-0.39239,-0.04927,-0.0049
195,-0.08336,-0.50818,1.09227,-0.48747,0.10752,0.00034,0.05693,-0.59703,1.08322,-0.38799,-0.06431,-0.01135
196,-0.06712,-0.5136,1.09198,-0.48074,0.09233,-0.00679,0.07275,-0.60116,1.0817,-0.38309,-0.07919,-0.01818
